Choice,SJT,Argument,SubjID,convincing,interesting,informative,novel,logical,emotional,agree,decide,Arg.Content,Arg.Subj.ID,SJT_dummy,ArgID,Jaccard,Subj.BATs,Arg.Bats
1,2,4,89,5,5,5,1,5,5,5,3,"The change in productivity could indicate that the employee is either dissatisfied with their current project or has personal issues. Either way, it's better to get to know the employee and find out why their behavior changed, rather than lecture them about how much they should care. Additionally, there is nothing wrong with the employee working only as long as required. Coming in late should be addressed, but they are not obligated to work longer than required.",arg.subj.33,FALSE,36,0.454545455,"intelligent,reliable,serious,skillful,dominating,stern,critical,moody,modest,warm,helpful,sociable,superficial,irresponsible,unintelligent,vain,adequate,careful,reward,hands-on,discipline,control,social,monitor","intelligent,reliable,serious,skillful,cold,stern,critical,persistent,modest,tolerant,helpful,sociable,superficial,irresponsible,wavering,wasteful,question,careful,responsible,manage,discipline,control,social,influence"
2,3,4,136,4,3,4,4,2,4,4,4,"This is the project manager's responsibility and therefore they must understand that they have to see this project through. It is also important that they learn from this mistake and see this as an opportunity to grow. As the leader, it is my task to put measures in place to correct the mistake, and emphasize to the project manager that this should not happen again. It will be a very poor use of my time and resources if I micromanaged this project and took over.",arg.subj.28,TRUE,39,0.655172414,"intelligent,reliable,practical,skillful,humorless,critical,shrewd,dominating,happy,tolerant,helpful,sociable,unintelligent,vain,impulsive,wavering,adequate,responsible,hands-on,reward,discipline,delegate,monitor,recognizable","intelligent,reliable,practical,skillful,stern,critical,shrewd,persistent,modest,tolerant,helpful,sociable,unintelligent,vain,impulsive,wavering,careful,responsible,hands-on,manage,discipline,delegate,monitor,recognizable"
1,3,5,124,2,2,2,3,4,3,2,2,"In this situation, I will take on the approach of meeting the customer and determine the critical requirements to ensure that the project is completed on time. Whenever a group project is assigned, it is the responsibility of all members to collaborate and work together to reach completion. However, I have no problem taking over the project on my own if that is the only way to make sure work is done correctly and efficiently. From previous past work experiences, while working on projects, it is very normal for one person to do more work compared to the other group members. This situation is no different. I would have to take over the project and work extra hours to meet the deadline. I picked this approach because a responsible worker will do whatever it takes to finish the job even if the work share is not evenly divided.",arg.subj.14,TRUE,25,0.454545455,"important,cautious,intelligent,serious,stern,moody,humorless,persistent,modest,warm,helpful,happy,superficial,vain,wavering,irresponsible,responsible,question,manage,adequate,social,network,delegate,influence","important,cautious,intelligent,practical,stern,critical,dominating,persistent,modest,warm,helpful,sociable,superficial,vain,impulsive,dishonest,responsible,hands-on,manage,adequate,discipline,network,control,influence"
1,2,4,60,4,4,4,3,4,2,4,1,"The change in productivity could indicate that the employee is either dissatisfied with their current project or has personal issues. Either way, it's better to get to know the employee and find out why their behavior changed, rather than lecture them about how much they should care. Additionally, there is nothing wrong with the employee working only as long as required. Coming in late should be addressed, but they are not obligated to work longer than required.",arg.subj.33,FALSE,36,0.454545455,"intelligent,reliable,serious,industrious,cold,stern,shrewd,moody,humorous,happy,helpful,warm,superficial,unintelligent,wavering,wasteful,question,careful,hands-off,hands-on,discipline,control,social,influence","intelligent,reliable,serious,skillful,cold,stern,critical,persistent,modest,tolerant,helpful,sociable,superficial,irresponsible,wavering,wasteful,question,careful,responsible,manage,discipline,control,social,influence"
2,3,5,118,5,5,5,4,4,2,4,4,"I don't think a leader can or should always step in and take over projects when there is a problem. This would be a bad precedent to set. It makes it look like I'm there to clean up the messes made by others instead of making them face the consequences. Of course I will be involved, but the project manager needs to be held responsible too. The onus will be on me to explain things to the customer and oversee the rest of the project, but I don't think taking it over completely is the right way to go.",arg.subj.8,TRUE,12,0.043478261,"serious,practical,industrious,cautious,shrewd,humorless,cold,moody,warm,modest,tolerant,humorous,unintelligent,impulsive,wavering,irresponsible,hands-on,reward,adequate,hands-off,social,delegate,monitor,recognizable","important,intelligent,reliable,skillful,stern,critical,dominating,persistent,happy,helpful,sociable,humorous,superficial,vain,dishonest,wasteful,question,careful,responsible,manage,discipline,delegate,control,influence"
2,2,8,181,3,2,3,3,2,3,2,2,"I believe being open and honest with the employee is very important.  I think discussing the current issues in their work while bringing up the fact that you know they can do better helps balance things out.  If someone isn't putting their full effort into a project it has an effect on everyone else working on that project.  If the employee doesn't turn their behavior around, I don't want them to feel blindsided when the discussion gets more serious.",arg.subj.3,FALSE,10,0.333333333,"intelligent,serious,practical,skillful,stern,critical,shrewd,moody,sentimental,happy,tolerant,humorous,unintelligent,vain,dishonest,wavering,reward,hands-on,careful,question,delegate,network,control,influence","intelligent,reliable,practical,skillful,stern,critical,dominating,persistent,modest,warm,tolerant,helpful,superficial,vain,dishonest,wavering,responsible,hands-on,hands-off,manage,delegate,monitor,control,recognizable"
1,2,9,143,5,4,5,5,4,5,5,4,"A discussion about the employee's behavior is necessary to determine a future course of action. There are numerous reasons, some of which could easily be fixed, that could explain his problematic behavior. Meeting to evaluate his needs and discuss the company's and employees goals is the best step.",arg.subj.20,FALSE,1,0.333333333,"intelligent,cautious,industrious,skillful,cold,critical,dominating,shrewd,sentimental,warm,tolerant,helpful,irresponsible,wavering,dishonest,wasteful,reward,question,hands-on,adequate,delegate,monitor,discipline,recognizable","intelligent,reliable,serious,skillful,stern,critical,dominating,persistent,modest,warm,tolerant,helpful,vain,impulsive,dishonest,wasteful,careful,responsible,hands-on,manage,delegate,monitor,control,influence"
1,3,5,55,4,3,3,3,3,4,4,5,"In this situation, I will take on the approach of meeting the customer and determine the critical requirements to ensure that the project is completed on time. Whenever a group project is assigned, it is the responsibility of all members to collaborate and work together to reach completion. However, I have no problem taking over the project on my own if that is the only way to make sure work is done correctly and efficiently. From previous past work experiences, while working on projects, it is very normal for one person to do more work compared to the other group members. This situation is no different. I would have to take over the project and work extra hours to meet the deadline. I picked this approach because a responsible worker will do whatever it takes to finish the job even if the work share is not evenly divided.",arg.subj.14,TRUE,25,0.655172414,"important,cautious,intelligent,practical,stern,critical,dominating,shrewd,sentimental,warm,helpful,sociable,irresponsible,vain,impulsive,dishonest,responsible,hands-on,manage,reward,discipline,monitor,control,influence","important,cautious,intelligent,practical,stern,critical,dominating,persistent,modest,warm,helpful,sociable,superficial,vain,impulsive,dishonest,responsible,hands-on,manage,adequate,discipline,network,control,influence"
1,2,2,14,5,5,5,5,5,3,5,4,"As a leader, it is imperative to maintain an open and healthy relationship with those who work under you. In this context, it is clear that the employee has some issues regarding motivation/work ethic and requires adjustment in order to continue effectively. By doing this in an open and supportive manner, the employee should feel capable of expressing the factors that have impacted their performance. This in conjunction with the offer of support will provide them with the opportunity to improve and succeed. Though there is no guarantee their behavior will change, such a course will at least afford the opportunity, which is what's best both for the employee and the company.",arg.subj.23,FALSE,4,0.142857143,"important,reliable,practical,serious,shrewd,cold,moody,humorless,sentimental,modest,tolerant,helpful,unintelligent,vain,wasteful,wavering,question,hands-on,manage,responsible,delegate,monitor,discipline,influence","important,cautious,industrious,serious,stern,critical,dominating,persistent,sentimental,happy,sociable,humorous,superficial,irresponsible,impulsive,dishonest,reward,hands-off,manage,adequate,delegate,monitor,network,control"
2,2,1,186,4,4,4,4,5,4,4,4,"I think in this scenario, open communication is a must. When there is an issue, open communication is necessary. This eliminates any possibility of assumptions, malice, and misunderstanding. I think openly communicating criticism while praising prior performance to this employee is important. Instead of specifying the current flaws of the employee, I choose to remind the employee of their valued performance in earlier years. Nevertheless, I am still discussing  the issues that need to be fixed presently with the employee.",arg.subj.15,FALSE,15,0.142857143,"reliable,important,intelligent,skillful,shrewd,cold,dominating,humorless,happy,modest,warm,sentimental,superficial,vain,unintelligent,impulsive,hands-on,careful,reward,manage,network,monitor,recognizable,influence","industrious,practical,serious,skillful,stern,critical,dominating,persistent,tolerant,helpful,sociable,humorous,superficial,irresponsible,dishonest,wavering,question,responsible,hands-off,adequate,network,social,recognizable,influence"
2,3,1,88,5,4,4,2,2,5,5,2,"It's preferable to extend the deadline to meet the customer's requirements as opposed to delivering partial results just for the benefit of meeting the deadline. Taking control would deprive the project manager of the opportunity to learn from their mistakes. It's important to talk to the project manager to let them know how their actions have negatively affected the company. It's also important to talk to understand why the project is not proceeding according to plan, and to guide the path forward.",arg.subj.32,TRUE,26,0.6,"important,intelligent,practical,skillful,stern,cold,shrewd,persistent,warm,modest,helpful,sociable,superficial,vain,dishonest,wavering,hands-off,adequate,hands-on,manage,discipline,delegate,control,recognizable","industrious,intelligent,practical,skillful,stern,critical,shrewd,persistent,warm,tolerant,helpful,sociable,superficial,vain,dishonest,wavering,question,responsible,hands-on,manage,discipline,delegate,control,influence"
2,3,1,120,5,4,3,4,4,3,4,5,"It's preferable to extend the deadline to meet the customer's requirements as opposed to delivering partial results just for the benefit of meeting the deadline. Taking control would deprive the project manager of the opportunity to learn from their mistakes. It's important to talk to the project manager to let them know how their actions have negatively affected the company. It's also important to talk to understand why the project is not proceeding according to plan, and to guide the path forward.",arg.subj.32,TRUE,26,0.371428571,"serious,reliable,practical,skillful,stern,humorless,moody,persistent,happy,tolerant,helpful,humorous,wasteful,unintelligent,dishonest,wavering,question,responsible,adequate,manage,discipline,monitor,control,recognizable","industrious,intelligent,practical,skillful,stern,critical,shrewd,persistent,warm,tolerant,helpful,sociable,superficial,vain,dishonest,wavering,question,responsible,hands-on,manage,discipline,delegate,control,influence"
2,2,4,99,4,4,4,2,2,4,3,3,"I think Option B is the best course of action in this situation because I should be objective in approaching this situation. He has been with the company for a number of years already and he should be fully committed to his responsibilities at the company. I would like to have an open conversation with him, and tell him how important his work is and how much I valued his previous performance.",arg.subj.31,FALSE,16,0.6,"cautious,intelligent,reliable,serious,stern,critical,cold,shrewd,modest,warm,helpful,sociable,superficial,vain,impulsive,wavering,careful,reward,hands-on,hands-off,discipline,delegate,influence,control","cautious,intelligent,reliable,skillful,stern,critical,dominating,persistent,modest,warm,helpful,sociable,superficial,vain,impulsive,wavering,careful,responsible,hands-on,manage,discipline,delegate,monitor,control"
1,2,4,86,4,3,3,4,3,4,3,3,"The change in productivity could indicate that the employee is either dissatisfied with their current project or has personal issues. Either way, it's better to get to know the employee and find out why their behavior changed, rather than lecture them about how much they should care. Additionally, there is nothing wrong with the employee working only as long as required. Coming in late should be addressed, but they are not obligated to work longer than required.",arg.subj.33,FALSE,36,0.2,"industrious,cautious,important,practical,moody,shrewd,critical,persistent,warm,tolerant,happy,sociable,superficial,vain,dishonest,wasteful,hands-off,careful,reward,adequate,recognizable,monitor,social,delegate","intelligent,reliable,serious,skillful,cold,stern,critical,persistent,modest,tolerant,helpful,sociable,superficial,irresponsible,wavering,wasteful,question,careful,responsible,manage,discipline,control,social,influence"
1,3,10,100,5,4,2,4,4,3,4,5,"Managers do need to have trusting relationships with their staff members and ""have their backs"" in tough situations; there is no disagreement there. However, ultimately, our common goal is to please our clients and satisfy our agreements and commitments to them, that is our primary goal and our primary job. This particular staff member did not properly inform me of the challenges and dropped a bomb on me at the last minute. I don't want to jeopardize losing this client due to that error in judgment, so I will do what I have to do to make this happen and meet the deadline.",arg.subj.9,TRUE,31,0.043478261,"serious,industrious,cautious,practical,stern,shrewd,humorless,cold,modest,sentimental,warm,happy,wasteful,impulsive,irresponsible,wavering,hands-off,reward,question,adequate,network,discipline,social,delegate","important,intelligent,reliable,skillful,critical,shrewd,dominating,persistent,tolerant,helpful,sociable,humorous,superficial,vain,dishonest,wavering,careful,responsible,hands-on,manage,monitor,control,recognizable,influence"
2,3,4,9,5,5,5,5,5,5,5,5,"This is the project manager's responsibility and therefore they must understand that they have to see this project through. It is also important that they learn from this mistake and see this as an opportunity to grow. As the leader, it is my task to put measures in place to correct the mistake, and emphasize to the project manager that this should not happen again. It will be a very poor use of my time and resources if I micromanaged this project and took over.",arg.subj.28,TRUE,39,0.230769231,"intelligent,serious,important,industrious,moody,critical,shrewd,persistent,modest,tolerant,helpful,humorous,superficial,wasteful,dishonest,irresponsible,adequate,question,hands-on,hands-off,influence,control,social,recognizable","intelligent,reliable,practical,skillful,stern,critical,shrewd,persistent,modest,tolerant,helpful,sociable,unintelligent,vain,impulsive,wavering,careful,responsible,hands-on,manage,discipline,delegate,monitor,recognizable"
2,2,4,179,4,4,3,3,4,3,2,1,"I think Option B is the best course of action in this situation because I should be objective in approaching this situation. He has been with the company for a number of years already and he should be fully committed to his responsibilities at the company. I would like to have an open conversation with him, and tell him how important his work is and how much I valued his previous performance.",arg.subj.31,FALSE,16,0.333333333,"cautious,intelligent,reliable,skillful,cold,moody,humorless,persistent,humorous,happy,helpful,sentimental,superficial,vain,wasteful,wavering,careful,hands-off,question,reward,discipline,delegate,social,influence","cautious,intelligent,reliable,skillful,stern,critical,dominating,persistent,modest,warm,helpful,sociable,superficial,vain,impulsive,wavering,careful,responsible,hands-on,manage,discipline,delegate,monitor,control"
2,2,4,185,3,3,3,3,4,4,2,2,"I think Option B is the best course of action in this situation because I should be objective in approaching this situation. He has been with the company for a number of years already and he should be fully committed to his responsibilities at the company. I would like to have an open conversation with him, and tell him how important his work is and how much I valued his previous performance.",arg.subj.31,FALSE,16,0.2,"practical,industrious,reliable,important,humorless,moody,shrewd,cold,modest,sentimental,helpful,sociable,wasteful,vain,irresponsible,unintelligent,question,adequate,hands-on,manage,network,delegate,recognizable,influence","cautious,intelligent,reliable,skillful,stern,critical,dominating,persistent,modest,warm,helpful,sociable,superficial,vain,impulsive,wavering,careful,responsible,hands-on,manage,discipline,delegate,monitor,control"
1,3,7,153,4,3,4,4,3,4,4,4,"I am going to prioritize the customer and make sure that the job is completed on time. I would have the project manager(s) assist to ensure this is completed. I have the customer in mind here. After the project has been delivered, I would then turn attention to the project manager and work to understand why the project was not completed. I would discuss and learn what created the scenario and aim to avoid this in the future. I might then set up more touch points with this employee, at least temporarily, to make sure we were on the same page. Attending to the customer and delivering projects as stated are much more important than addressing an employee who is not on target. That can wait until the customer needs are met.",arg.subj.34,TRUE,9,0.2,"cautious,practical,important,skillful,cold,moody,shrewd,dominating,humorous,sentimental,happy,warm,superficial,irresponsible,impulsive,wasteful,hands-off,reward,adequate,manage,delegate,discipline,recognizable,control","cautious,intelligent,reliable,skillful,stern,critical,shrewd,persistent,modest,tolerant,helpful,sociable,superficial,vain,impulsive,wasteful,careful,responsible,hands-on,manage,network,social,recognizable,influence"
1,3,4,152,4,4,4,4,4,2,4,2,"The project manage was either dishonest in their assessment of how the project was going, or did not understand the project enough to assess how far along it was. Either way, they are not someone I can trust to continue working on the project, especially so close to the deadline. Meeting with the customer to meet critical requirements shows the client that we had addressed the issue will work to our best effort to deliver what we can.",arg.subj.33,TRUE,37,0.6,"intelligent,reliable,serious,practical,cold,stern,critical,persistent,modest,happy,helpful,sociable,superficial,dishonest,wavering,vain,question,careful,responsible,manage,monitor,control,network,influence","intelligent,reliable,serious,skillful,cold,stern,critical,persistent,modest,tolerant,helpful,sociable,superficial,irresponsible,wavering,wasteful,question,careful,responsible,manage,discipline,control,social,influence"
1,2,5,146,5,3,5,4,4,5,4,3,"There may be outside distractions that are affecting his work performance. He's proven in the past that he is more than capable of doing above average work, so we should give his the opportunity to improve.  Maybe we are not challenging him enough or not giving enough guidance. We need to let him know that we expect more from him and it has been noted that his work has slipped. We should first try to support him if we can and let him know that we will.",arg.subj.30,FALSE,38,0.655172414,"intelligent,reliable,practical,skillful,stern,critical,shrewd,dominating,modest,tolerant,helpful,sociable,unintelligent,vain,impulsive,dishonest,responsible,reward,adequate,manage,network,delegate,control,monitor","intelligent,reliable,practical,skillful,stern,critical,shrewd,dominating,modest,tolerant,helpful,sociable,irresponsible,vain,impulsive,dishonest,responsible,hands-on,hands-off,manage,discipline,delegate,control,recognizable"
2,3,5,158,5,5,5,4,4,4,5,1,"I don't think a leader can or should always step in and take over projects when there is a problem. This would be a bad precedent to set. It makes it look like I'm there to clean up the messes made by others instead of making them face the consequences. Of course I will be involved, but the project manager needs to be held responsible too. The onus will be on me to explain things to the customer and oversee the rest of the project, but I don't think taking it over completely is the right way to go.",arg.subj.8,TRUE,12,0.297297297,"industrious,practical,reliable,skillful,stern,shrewd,cold,humorless,warm,helpful,sociable,modest,superficial,vain,dishonest,unintelligent,adequate,careful,reward,hands-on,discipline,delegate,social,recognizable","important,intelligent,reliable,skillful,stern,critical,dominating,persistent,happy,helpful,sociable,humorous,superficial,vain,dishonest,wasteful,question,careful,responsible,manage,discipline,delegate,control,influence"
1,2,9,134,4,4,5,4,5,1,5,4,"A discussion about the employee's behavior is necessary to determine a future course of action. There are numerous reasons, some of which could easily be fixed, that could explain his problematic behavior. Meeting to evaluate his needs and discuss the company's and employees goals is the best step.",arg.subj.20,FALSE,1,0.333333333,"practical,industrious,serious,skillful,shrewd,critical,moody,persistent,humorous,sociable,happy,sentimental,vain,impulsive,dishonest,wasteful,careful,responsible,hands-off,manage,network,recognizable,control,social","intelligent,reliable,serious,skillful,stern,critical,dominating,persistent,modest,warm,tolerant,helpful,vain,impulsive,dishonest,wasteful,careful,responsible,hands-on,manage,delegate,monitor,control,influence"
1,2,5,37,4,5,4,4,5,1,4,4,"There may be outside distractions that are affecting his work performance. He's proven in the past that he is more than capable of doing above average work, so we should give his the opportunity to improve.  Maybe we are not challenging him enough or not giving enough guidance. We need to let him know that we expect more from him and it has been noted that his work has slipped. We should first try to support him if we can and let him know that we will.",arg.subj.30,FALSE,38,0.5,"serious,reliable,practical,important,stern,cold,moody,humorless,humorous,tolerant,helpful,sociable,irresponsible,vain,impulsive,dishonest,responsible,hands-on,hands-off,manage,influence,delegate,network,recognizable","intelligent,reliable,practical,skillful,stern,critical,shrewd,dominating,modest,tolerant,helpful,sociable,irresponsible,vain,impulsive,dishonest,responsible,hands-on,hands-off,manage,discipline,delegate,control,recognizable"
1,3,1,181,4,4,5,3,4,3,4,3,"My reasoning for Option A, which is to personally take over the project and meet with the customer to determine critical requirements, is in part due to my independent nature. When there is a situation at hand, if there is no one stepping up to the position of leadership, I do not hesitate to fulfill that role. I think, in many parts of life, it is crucial to take accountability and responsibility for tasks and situations that are handed to each individual. I would personally take over the project and meet with the customer because it is my responsibility as an employee to ensure customer satisfaction.",arg.subj.15,TRUE,34,0.6,"industrious,practical,intelligent,skillful,stern,critical,cold,persistent,tolerant,modest,sociable,humorous,superficial,irresponsible,dishonest,wavering,question,hands-on,hands-off,adequate,network,monitor,recognizable,delegate","industrious,practical,serious,skillful,stern,critical,dominating,persistent,tolerant,helpful,sociable,humorous,superficial,irresponsible,dishonest,wavering,question,responsible,hands-off,adequate,network,social,recognizable,influence"
1,2,4,17,3,3,3,3,2,4,3,3,"The change in productivity could indicate that the employee is either dissatisfied with their current project or has personal issues. Either way, it's better to get to know the employee and find out why their behavior changed, rather than lecture them about how much they should care. Additionally, there is nothing wrong with the employee working only as long as required. Coming in late should be addressed, but they are not obligated to work longer than required.",arg.subj.33,FALSE,36,0.297297297,"intelligent,practical,serious,skillful,dominating,moody,humorless,persistent,warm,tolerant,humorous,sentimental,impulsive,vain,dishonest,unintelligent,question,careful,adequate,reward,discipline,control,social,influence","intelligent,reliable,serious,skillful,cold,stern,critical,persistent,modest,tolerant,helpful,sociable,superficial,irresponsible,wavering,wasteful,question,careful,responsible,manage,discipline,control,social,influence"
2,3,1,11,4,4,4,4,4,2,3,3,"It's preferable to extend the deadline to meet the customer's requirements as opposed to delivering partial results just for the benefit of meeting the deadline. Taking control would deprive the project manager of the opportunity to learn from their mistakes. It's important to talk to the project manager to let them know how their actions have negatively affected the company. It's also important to talk to understand why the project is not proceeding according to plan, and to guide the path forward.",arg.subj.32,TRUE,26,0.454545455,"industrious,intelligent,reliable,skillful,stern,critical,dominating,persistent,happy,tolerant,sentimental,sociable,wasteful,impulsive,dishonest,wavering,adequate,responsible,reward,manage,monitor,delegate,control,influence","industrious,intelligent,practical,skillful,stern,critical,shrewd,persistent,warm,tolerant,helpful,sociable,superficial,vain,dishonest,wavering,question,responsible,hands-on,manage,discipline,delegate,control,influence"
